state,county,station,year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,plant_acres,harvest_acres,yield_acres,bales
AL,Escambia,USC00010402,1997,988,1266,1813,1666,2160,2439,2694,2650,2553,1894,1185,910,27190,27020,852.701702443,48000
AL,Escambia,USC00010402,1998,1090,1151,1375,1747,2434,2804,2817,2752,2528,2093,1648,1348,28200,28200,481.70212766,28300
AL,Escambia,USC00010402,1999,1205,1326,1377,2078,2241,2529,2686,2849,2331,1917,1437,1008,29800,29800,724.832214765,45000
AL,Escambia,USC00010402,2000,1066,1351,1676,1777,2523,2658,2868,2819,2478,1976,1343,703,29000,28700,513.449477352,30700
AL,Escambia,USC00010402,2001,760,1394,1301,1948,2275,2555,2694,2633,2371,1781,1737,1265,27400,27300,752.527472527,42800
AL,Escambia,USC00010402,2002,1007,999,1459,2081,2330,2671,2729,2690,2649,2210,1273,965,27200,11300,441.769911504,10400
AL,Escambia,USC00010402,2003,700,1120,1646,1935,2438,2599,2656,2699,2427,1935,1631,859,21500,20800,858.461538462,37200
AL,Escambia,USC00010402,2004,911,926,1705,1776,2350,2612,2738,2581,2553,2235,1622,920,21500,17400,567.172413793,20560
AL,Escambia,USC00010402,2005,1182,1288,1419,1774,2257,2607,2801,2722,2649,1880,1489,880,15000,15000,710.4,22200
AL,Escambia,USC00010402,2006,1295,1110,1646,2178,2354,2754,2843,2837,2385,1872,1335,1155,25700,25500,839.529411765,44600
AL,Escambia,USC00010402,2007,1030,943,1673,1706,2263,2671,2719,2918,2529,2110,1375,1306,16300,16300,538.895705521,18300
AL,Escambia,USC00010402,2008,842,1231,1424,1833,2286,2657,2725,2616,2439,1787,1293,1218,10300,10300,1099.80582524,23600
AL,Escambia,USC00010402,2009,1002,1089,1593,1738,2306,2764,2707,2597,2509,1936,1332,897,12900,12100,710.082644628,17900
AL,Escambia,USC00010402,2010,686,609,1198,1855,2429,2763,2817,2829,2621,1949,1489,658,22600,22500,855.466666667,40100
AL,Escambia,USC00010402,2011,740,1132,1623,2005,2228,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26800,26700,735.280898876,40900
AL,Etowah,USC00013154,1972,717,619,1182,1677,2047,2364,2505,2584,2435,1582,984,808,7600,7300,384.657534247,5850
AL,Etowah,USC00013154,1973,479,567,1423,1486,1932,2498,2645,2527,2400,1756,1205,536,6300,6200,325.161290323,4200
AL,Etowah,USC00013154,1974,991,714,1450,1613,2167,2258,2585,2497,2020,1470,982,605,7700,7650,376.470588235,6000
AL,Etowah,USC00013154,1975,842,836,999,1497,2222,2440,2581,2579,2078,1704,1159,595,3900,3800,384,3040
AL,Etowah,USC00013154,1976,272,998,1330,1604,1770,2319,2523,2411,2070,1319,719,411,4400,4200,429.714285714,3760
AL,Etowah,USC00013154,1977,-127,556,1298,1785,2147,2543,2685,2633,2316,1475,1216,558,4250,4200,264,2310
AL,Etowah,USC00013154,1978,94,246,873,1690,2014,2514,2708,2620,2471,1598,1389,661,3200,2900,400.551724138,2420
AL,Etowah,USC00013154,1979,150,391,1193,1651,1995,2370,2539,2570,2152,1573,1113,629,1360,1350,334.222222222,940
AL,Etowah,USC00013154,1980,594,360,1010,1607,2068,2510,2858,2761,2447,1494,991,570,1460,1440,233.333333333,700
AL,Etowah,USC00013154,1981,246,649,1009,1915,1880,2618,2753,2477,2127,1544,1184,403,1570,1340,462.089552239,1290
AL,Etowah,USC00013154,1982,327,764,1394,1444,2271,2400,2685,2583,2200,1767,1189,1041,795,760,549.473684211,870
AL,Etowah,USC00013154,1983,418,697,1061,1409,2003,2376,2763,2840,2217,1718,1033,389,1100,1100,246.545454545,565
AL,Etowah,USC00013154,1984,363,780,1101,1513,1982,2604,2577,2558,2158,2065,936,1137,1540,1510,527.682119205,1660
AL,Etowah,USC00013154,1985,156,612,1361,1790,2114,2494,2611,2537,2198,1865,1577,376,1460,1460,723.287671233,2200
AL,Etowah,USC00013154,1986,497,981,1279,1684,2155,2645,2859,2568,2418,1705,1370,655,1730,1600,348,1160
AL,Etowah,USC00013154,1987,514,797,1216,1578,2350,2556,2774,2765,2314,1433,1245,896,2140,2140,448.598130841,2000
AL,Etowah,USC00013154,1988,347,656,1194,1688,2037,2563,2681,2743,2305,1426,1233,744,3180,3180,330.566037736,2190
AL,Etowah,USC00013154,1989,842,760,1336,1663,1987,2440,2607,2626,2258,1637,1140,215,2420,2410,290.788381743,1460
AL,Etowah,USC00013154,1990,895,1199,1370,1587,2072,2513,2666,2733,2444,1743,1287,909,3160,3130,403.322683706,2630
AL,Etowah,USC00013154,1991,607,919,1290,1807,2237,2495,2757,2620,2349,1758,920,883,3230,3200,493.5,3290
AL,Etowah,USC00013154,1992,620,1002,1125,1611,1947,2332,2630,2408,2272,1604,1082,680,3600,3570,685.714285714,5100
AL,Etowah,USC00013154,1993,781,707,998,1480,2050,2544,2890,2708,2309,1639,1045,612,3730,3500,233.142857143,1700
AL,Etowah,USC00013154,1994,340,923,1245,1789,1951,2566,2573,2539,2214,1733,1378,894,2470,2460,887.804878049,4550
AL,Etowah,USC00013154,1995,596,616,1397,1712,2207,2401,2813,2810,2271,1698,826,631,4180,3960,339.393939394,2800
AL,Etowah,USC00013154,1996,432,672,957,1511,2252,2487,2698,2605,2194,1682,1023,747,2720,2680,680.597014925,3800
AL,Etowah,USC00013154,1997,687,913,1504,1451,1855,2322,2720,2518,2334,1722,904,651,2770,2760,577.391304348,3320
AL,Etowah,USC00013154,1998,740,834,1032,1595,2306,2684,2804,2696,2630,1934,1327,914,3000,3000,758.4,4740
AL,Etowah,USC00013154,1999,804,962,1034,1887,2138,2521,2787,2773,2341,1752,1324,770,4100,4000,408,3400
AL,Etowah,USC00013154,2000,587,1082,1453,1527,2334,2563,2796,2765,2281,1815,1023,253,4300,4300,323.720930233,2900
AL,Etowah,USC00013154,2001,426,1010,999,1796,2156,2478,2690,2615,2188,1573,1427,949,4300,4300,781.395348837,7000
AL,Etowah,USC00013154,2002,758,648,1232,1879,2028,2549,2777,2726,2490,1904,941,595,4000,3900,516.923076923,4200
AL,Etowah,USC00013154,2003,295,776,1418,1809,2168,2402,2653,2709,2341,1730,1424,612,1700,1700,705.882352941,2500
AL,Etowah,USC00013154,2004,543,682,1477,1701,2395,2516,2653,2511,2300,1993,1369,681,2200,2200,1178.18181818,5400
AL,Etowah,USC00013154,2005,834,999,1216,1652,2014,2529,2700,2746,2486,1852,1310,525,4000,4000,852,7100
AL,Etowah,USC00013154,2006,942,741,1333,1986,2162,2569,2834,2880,2262,1629,1117,913,4520,4500,672,6300
AL,Etowah,USC00013154,2007,695,698,1579,1578,2290,2716,2644,2994,2489,1972,1130,1006,2400,2400,592,2960
AL,Etowah,USC00013154,2011,479,963,1416,1905,2118,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3900,3860,943.834196891,7590
AL,Fayette,USC00012883,1972,892,799,1297,1797,2020,2397,2580,2590,2457,1660,907,820,5750,5550,393.513513514,4550
AL,Fayette,USC00012883,1973,487,625,1520,1482,1925,2502,2656,2450,2378,1760,1314,714,5050,4950,523.636363636,5400
AL,Fayette,USC00012883,1974,995,699,1496,1681,2193,2272,2647,2553,2084,1555,1087,676,5550,5400,506.666666667,5700
AL,Fayette,USC00012883,1975,857,902,1165,1633,2241,2497,2691,2670,2140,1741,1144,570,4200,4100,424.975609756,3630
AL,Fayette,USC00012883,1976,206,906,1259,1447,1660,2379,2661,2553,2281,1446,687,483,4700,4300,351.627906977,3150
AL,Fayette,USC00012883,1977,-24,636,1344,1846,2224,2642,2859,2728,2447,1566,1275,592,4030,3800,255.157894737,2020
AL,Fayette,USC00012883,1978,108,224,1076,1861,2128,2629,2831,2769,2552,1595,1580,596,2960,2900,390.620689655,2360
AL,Fayette,USC00012883,1979,168,513,1198,1750,2034,2440,2718,2683,2249,1646,1082,716,2920,2870,458.257839721,2740
AL,Fayette,USC00012883,1980,673,439,1045,1559,2159,2542,2909,2849,2544,1521,984,589,2880,2820,352.340425532,2070
AL,Fayette,USC00012883,1981,291,701,963,1896,1878,2690,2865,2663,2175,1651,1153,481,2360,2360,445.423728814,2190
AL,Fayette,USC00012883,1982,488,821,1460,1509,2207,2430,2744,2626,2218,1640,1204,1016,1680,1680,702.857142857,2460
AL,Fayette,USC00012883,1983,556,703,1089,1383,1966,2376,2782,2766,2241,1745,1143,434,1330,1300,354.461538462,960
AL,Fayette,USC00012883,1984,367,914,1150,1584,2029,2553,2652,2567,2266,2058,1057,1248,1710,1610,477.01863354,1600
AL,Fayette,USC00012883,1985,193,642,1420,1767,2150,2556,2692,2595,2256,1953,1577,437,1850,1850,856.216216216,3300
AL,Fayette,USC00012883,1986,555,1037,1263,1688,2160,2634,2875,2606,2545,1780,1380,723,1850,1850,576,2220
AL,Fayette,USC00012883,1987,535,908,1345,1565,2338,2569,2714,2782,2315,1303,1172,908,2190,2190,536.98630137,2450
AL,Fayette,USC00012883,1988,380,763,1232,1703,1952,2515,2625,2753,2343,1452,1341,775,2700,2700,352,1980
AL,Fayette,USC00012883,1989,973,798,1345,1578,1961,2481,2648,2639,2340,1673,1176,277,2110,2110,636.966824645,2800
AL,Fayette,USC00012883,1990,984,1246,1399,1606,2058,2541,2646,2726,2485,1685,1298,987,2430,2400,600,3000
AL,Fayette,USC00012883,1991,708,969,1334,1860,2312,2552,2785,2656,2389,1759,957,994,2770,2730,532.747252747,3030
AL,Fayette,USC00012883,1992,644,1040,1245,1645,1993,2374,2715,2444,2319,1612,1109,753,2400,2360,589.830508475,2900
AL,Fayette,USC00012883,1993,893,736,1045,1467,2039,2528,2868,2707,2278,1633,1048,741,2140,2120,418.867924528,1850
AL,Fayette,USC00012883,1994,427,953,1246,1783,1984,2602,2593,2542,2184,1756,1400,1007,2090,2020,648.712871287,2730
AL,Fayette,USC00012883,1995,727,786,1428,1731,2222,2403,2747,2837,2280,1678,909,693,2350,2350,453.446808511,2220
AL,Fayette,USC00012883,1996,593,774,980,1506,2298,2537,2667,2580,2271,1716,1119,919,2360,2340,754.871794872,3680
AL,Fayette,USC00012883,1998,808,968,1199,1591,2259,2694,2815,2653,2517,1916,1366,953,1600,1600,642,2140
AL,Fayette,USC00012883,1999,894,1048,1084,1960,2068,2502,2777,2806,2266,1688,1304,752,2100,2100,411.428571429,1800
AL,Fayette,USC00012883,2000,727,1052,1418,1516,2291,2512,2797,2795,2369,1796,1136,276,2000,2000,360,1500
AL,Fayette,USC00012883,2001,428,1090,1038,1808,2109,2457,2710,2615,2226,1548,1386,993,2400,2400,700,3500
AL,Fayette,USC00012883,2003,372,855,1335,1741,2178,2418,2618,2697,2310,1711,1434,615,2300,2200,589.090909091,2700
AL,Franklin,USC00017131,1972,764,626,1113,1566,1929,2208,2455,2488,2416,1559,849,715,7500,7250,413.793103448,6250
AL,Franklin,USC00017131,1973,410,575,1438,1432,1758,2417,2603,2383,2372,1830,1253,623,6200,5950,346.890756303,4300
AL,Franklin,USC00017131,1974,906,633,1374,1474,2037,2124,2491,2433,1950,1420,953,545,7150,6700,365.373134328,5100
AL,Franklin,USC00017131,1975,674,836,953,1402,2089,2309,2481,2506,1982,1642,1082,589,4300,3300,184.727272727,1270
AL,Franklin,USC00017131,1976,236,959,1297,1446,1687,2201,2460,2299,1994,1250,559,402,4000,3600,229.333333333,1720
AL,Franklin,USC00017131,1977,-209,530,1236,1684,2134,2449,2690,2585,2251,1362,1093,385,2500,2440,265.573770492,1350
AL,Franklin,USC00017131,1978,-73,-6,922,1656,1912,2379,2601,2583,2343,1397,1381,628,1540,1500,368,1150
AL,Franklin,USC00017131,1979,88,386,1119,1536,1925,2317,2589,2476,2151,1539,945,614,990,980,352.653061224,720
AL,Franklin,USC00017131,1980,627,340,843,1374,1942,2376,2778,2715,2433,1395,946,507,1500,1460,305.753424658,930
AL,Franklin,USC00017131,1981,208,558,882,1787,1764,2507,2616,2435,1956,1475,1025,390,1330,1310,465.34351145,1270
AL,Franklin,USC00017131,1982,356,571,1207,1276,2073,2249,2598,2453,2082,1571,1054,961,810,810,675.555555556,1140
AL,Franklin,USC00017131,1983,406,640,995,1174,1839,2213,2602,2671,2189,1633,1019,267,850,840,262.857142857,460
AL,Franklin,USC00017131,1984,288,822,1041,1440,1917,2448,2517,2522,2238,1989,902,1102,910,910,527.472527473,1000
AL,Franklin,USC00017131,1985,26,456,1286,1613,1997,2392,2538,2467,2137,1802,1457,256,1540,1540,654.545454545,2100
AL,Franklin,USC00017131,1986,441,898,1114,1555,2069,2469,2730,2449,2367,1651,1214,558,800,790,443.544303797,730
AL,Franklin,USC00017131,1987,522,809,1178,1452,2251,2483,2572,2691,2268,1251,1184,801,980,980,475.102040816,970
AL,Franklin,USC00017131,1988,229,574,1044,1542,1822,2384,2576,2691,2242,1331,1167,605,1040,1020,322.352941176,685
AL,Franklin,USC00017131,1989,837,650,1190,1374,1788,2285,2499,2442,2131,1516,1019,-32,710,690,205.217391304,295
AL,Franklin,USC00017131,1990,842,1114,1241,1419,1844,2326,2516,2564,2403,1530,1204,742,635,630,358.095238095,470
AL,Franklin,USC00017131,1991,532,814,1187,1681,2201,2458,2653,2532,2281,1670,784,883,700,660,196.363636364,270
AL,Geneva,USC00013251,2002,1041,987,1480,2159,2404,2644,2779,2714,2657,2220,1254,918,27100,21800,457.981651376,20800
AL,Geneva,USC00013251,2003,666,1128,1746,1890,2426,2633,2628,2708,2409,1939,1635,845,23200,22500,693.333333333,32500
AL,Geneva,USC00013251,2004,909,984,1691,1800,2356,2583,2714,2599,2466,2175,1628,930,27200,27000,435.911111111,24520
AL,Geneva,USC00013251,2005,1168,1303,1398,1694,2217,2598,2775,2729,2611,1983,1504,852,24000,24000,640,32000
AL,Geneva,USC00013251,2006,1238,993,1495,2074,2264,2651,2788,2802,2358,1799,1290,1137,29400,28000,689.142857143,40200
AL,Geneva,USC00013251,2007,1003,938,1595,1683,2252,2654,2729,2891,2548,2049,1332,1283,23300,22000,571.636363636,26200
AL,Geneva,USC00013251,2009,963,913,1567,1707,2350,2740,2675,2628,2525,2007,1334,930,23100,22600,675.398230088,31800
AL,Geneva,USC00013251,2010,710,667,1234,1878,2447,2782,2846,2838,2565,1835,1383,553,23200,23100,511.168831169,24600
AL,Geneva,USC00013251,2011,649,1118,1683,2004,2201,-9999,-9999,-9999,-9999,-9999,-9999,-9999,32800,31300,726.900958466,47400
AL,Greene,USC00013160,1972,864,845,1324,1738,2092,2462,2578,2707,2634,1739,1003,854,9450,9300,430.967741935,8350
AL,Greene,USC00013160,1973,602,702,1619,1621,2031,2545,2707,2545,2470,1989,1433,735,7650,7450,476.77852349,7400
AL,Greene,USC00013160,1974,1115,816,1559,1684,2303,2358,2724,2659,2176,1613,1181,807,9000,8720,429.357798165,7800
AL,Greene,USC00013160,1975,915,1008,1265,1621,2308,2536,2700,2686,2203,1788,1222,701,4800,4700,392.170212766,3840
AL,Greene,USC00013160,1976,446,1159,1460,1785,1889,2474,2716,2618,2310,1484,746,527,5150,5150,423.145631068,4540
AL,Greene,USC00013160,1977,15,755,1416,1878,2321,2793,2853,2804,2522,1631,1338,690,5200,4720,320.338983051,3150
AL,Greene,USC00013160,1978,186,332,1047,1845,2179,2638,2823,2767,2565,1713,1567,736,2800,2780,459.28057554,2660
AL,Greene,USC00013160,1979,271,595,1340,1797,2150,2503,2709,2688,2303,1740,1087,724,1720,1690,576.568047337,2030
AL,Greene,USC00013160,1980,766,521,1101,1644,2188,2623,2925,2902,2710,1579,1094,683,1700,1630,365.153374233,1240
AL,Greene,USC00013160,1981,447,804,1167,2041,2071,2770,2927,2774,2285,1714,1285,610,1750,1670,290.299401198,1010
AL,Greene,USC00013160,1982,631,997,1651,1723,2414,2605,2786,2734,2301,1788,1276,1141,1170,1110,847.567567568,1960
AL,Greene,USC00013160,1983,628,862,1150,1458,2107,2425,2796,2847,2313,1840,1200,572,810,770,486.233766234,780
AL,Greene,USC00013160,1984,413,1029,1281,1692,2150,2596,2718,2606,2335,2077,1163,1372,1180,1160,868.965517241,2100
AL,Greene,USC00013160,1985,406,777,1608,1851,2265,2624,2689,2713,2338,2029,1618,560,1150,1150,876.52173913,2100
AL,Greene,USC00013160,1986,602,1098,1195,1715,2188,2668,2914,2771,2629,1886,1526,804,1230,1230,526.829268293,1350
AL,Greene,USC00013160,1987,661,1007,1368,1644,2385,2571,2764,2853,2360,1447,1295,1008,1020,1010,679.603960396,1430
AL,Greene,USC00013160,1988,475,749,1262,1755,2064,2565,2663,2787,2436,1595,1397,799,1160,1160,691.034482759,1670
AL,Greene,USC00013160,1989,1057,914,1460,1655,2095,2547,2672,2665,2388,1725,1287,326,825,825,622.545454545,1070
AL,Greene,USC00013160,1990,1043,1310,1517,1683,2160,2607,2718,2783,2557,1754,1394,1062,945,945,573.968253968,1130
AL,Greene,USC00013160,1991,784,1049,1434,1915,2371,2613,2814,2702,2450,1865,1030,1047,930,910,817.582417582,1550
AL,Greene,USC00013160,1992,694,1139,1332,1695,2069,2447,2758,2515,2347,1713,1164,840,1050,1040,738.461538462,1600
AL,Greene,USC00013160,1993,935,847,1132,1541,2104,2598,2880,2783,2376,1740,1095,810,840,800,426,710
AL,Greene,USC00013160,1994,516,991,1362,1879,2094,2639,2613,2612,2302,1847,1495,1033,1170,1150,797.217391304,1910
AL,Greene,USC00013160,1999,930,1134,1240,2048,2173,2576,2825,2858,2392,1823,1368,864,1000,1000,432,900
AL,Hale,USC00013511,1987,648,957,1384,1722,2396,2595,2775,2856,2399,1505,1340,1080,1490,1490,299.597315436,930
AL,Hale,USC00013511,1988,527,765,1271,1754,2131,2610,2706,2776,2458,1570,1421,896,2000,1820,416.703296703,1580
AL,Hale,USC00013511,1989,1035,976,1397,1714,2144,2539,2665,2709,2360,1777,1222,406,1130,1130,395.044247788,930
AL,Hale,USC00013511,1990,1026,1295,1507,1680,2174,2652,2742,2824,2533,1789,1339,1131,785,785,403.566878981,660
AL,Hale,USC00013511,1991,783,1048,1377,1970,2347,2596,2800,2747,2449,1995,1091,1128,1040,1030,414.757281553,890
AL,Hale,USC00013511,1992,804,1160,1375,1796,2106,2543,2770,2594,2410,1809,1191,881,1850,1830,401.31147541,1530
AL,Hale,USC00013511,1993,1017,955,1305,1585,2076,2680,2922,2828,2425,1778,1177,850,1900,1850,396.972972973,1530
AL,Hale,USC00013511,1994,594,1042,1434,1875,2187,2713,2677,2650,2371,1879,1549,1142,1750,1720,655.813953488,2350
AL,Hale,USC00013511,1995,823,1057,1582,1860,2391,2556,2920,2966,2496,1885,1123,746,1960,1920,270,1080
AL,Hale,USC00013511,1996,742,1123,1231,1618,2426,2619,2797,2710,2259,1789,1266,1058,1560,1550,510.967741935,1650
AL,Hale,USC00013511,2000,882,1192,1507,1650,2406,2665,2915,2885,2539,1977,1274,461,1100,1000,576,1200
AL,Hale,USC00013511,2001,580,1237,1154,1967,2221,2571,2796,2763,2335,1719,1565,1118,1700,1700,508.235294118,1800
AL,Henry,USC00013761,1972,1385,1148,1659,2047,2263,2610,2721,2795,2666,2004,1373,1352,1400,1380,382.608695652,1100
AL,Henry,USC00013761,1973,982,943,1763,1845,2258,2686,2839,2712,2638,2112,1649,1030,84,84,274.285714286,48
AL,Henry,USC00013761,1974,1773,1173,1770,1902,2470,2560,2750,2697,2475,1801,1447,1150,950,880,289.090909091,530
AL,Henry,USC00013761,1980,1099,909,1468,1866,2345,2712,2863,2842,2725,1828,1371,972,300,300,448,280
AL,Henry,USC00013761,1981,664,1148,1439,2163,2224,2874,2907,2624,2406,1869,1487,892,2150,2100,461.714285714,2020
AL,Henry,USC00013761,1982,887,1302,1722,1886,2406,2694,2733,2737,2417,2059,1630,1420,3980,3850,451.324675325,3620
AL,Henry,USC00013761,1983,776,1126,1355,1653,2264,2520,2822,2809,2341,1984,1347,813,2170,2020,513.267326733,2160
AL,Henry,USC00013761,1984,778,1185,1561,1885,2307,2673,2692,2686,2446,2275,1434,1524,2690,2690,624.535315985,3500
AL,Henry,USC00013761,1985,641,1224,1754,2017,2380,2718,2678,2651,2383,2226,1838,851,4650,4650,722.580645161,7000
AL,Henry,USC00013761,1986,903,1368,1553,1935,2407,2818,2928,2670,2494,2062,1859,1125,3470,3470,293.25648415,2120
AL,Henry,USC00013761,1987,858,1139,1591,1801,2476,2663,2807,2858,2457,1590,1536,1207,5740,5720,469.93006993,5600
AL,Henry,USC00013761,1988,698,1017,1521,1999,2260,2641,2712,2821,2549,1773,1637,1068,8570,8570,374.702450408,6690
AL,Henry,USC00013761,1989,1385,1253,1702,1922,2318,2632,2690,2687,2420,1883,1458,609,5550,5550,418.594594595,4840
AL,Henry,USC00013761,1990,1197,1447,1734,1814,2298,2624,2683,2772,2485,1898,1591,1322,5850,5800,426.206896552,5150
AL,Henry,USC00013761,1991,1087,1329,1680,2145,2517,2670,2751,2661,2487,1991,1320,1232,5910,5850,779.487179487,9500
AL,Henry,USC00013761,1992,907,1360,1546,1853,2255,2582,2780,2589,2457,1840,1413,1092,6600,6550,696.183206107,9500
AL,Henry,USC00013761,1993,1217,1021,1308,1641,2257,2734,2807,2750,2469,1923,1313,885,9360,8730,453.608247423,8250
AL,Henry,USC00013761,1994,684,1288,1542,1941,2229,2562,2546,2542,2368,1889,1773,1233,13370,12600,683.428571429,17940
AL,Henry,USC00013761,1995,999,1189,1745,1944,2470,2585,2814,2802,2519,2082,1297,974,20150,19980,509.309309309,21200
AL,Henry,USC00013761,1996,948,1229,1354,1797,2548,2647,2787,2665,2365,1850,1397,1154,24700,24600,498.926829268,25570
AL,Henry,USC00013761,1997,1052,1296,1908,1749,2193,2476,2746,2622,2526,2036,1280,1102,20100,20080,425.019920319,17780
AL,Henry,USC00013761,1998,1176,1274,1474,1971,2676,3018,2932,2754,2536,2121,1758,1416,16200,15900,444.377358491,14720
AL,Henry,USC00013761,1999,1199,1399,1440,2217,2336,2674,2780,2945,2472,1984,1563,1057,17100,17000,443.294117647,15700
AL,Henry,USC00013761,2000,1039,1377,1759,1838,2575,2773,2935,2776,2459,1879,1294,634,19300,7200,413.333333333,6200
AL,Henry,USC00013761,2001,668,1333,1355,1993,2338,2609,2844,2740,2492,1840,1841,1364,22400,22300,581.165919283,27000
AL,Henry,USC00013761,2002,1124,1102,1613,2216,2452,2654,2791,2716,2625,2227,1287,977,22700,22000,370.909090909,17000
AL,Henry,USC00013761,2003,738,1204,1732,1962,2482,2647,2679,2683,2404,1986,1716,923,21900,21900,657.534246575,30000
AL,Henry,USC00013761,2004,957,977,1769,1805,2460,2675,2752,2664,2462,2224,1658,970,23500,23400,516.512820513,25180
AL,Henry,USC00013761,2005,1153,1275,1419,1760,2311,2686,2841,2748,2661,2034,1624,928,21000,21000,816,35700
AL,Henry,USC00013761,2006,1338,1073,1584,2149,2338,2709,2857,2837,2429,1885,1390,1303,26200,22500,458.666666667,21500
AL,Henry,USC00013761,2007,1082,1030,1739,1740,2341,2728,2791,2944,2541,2117,1443,1311,18700,17600,436.363636364,16000
AL,Henry,USC00013761,2008,852,1234,1467,1898,2384,2795,2761,2660,2483,1850,1340,1356,17900,17300,571.560693642,20600
AL,Henry,USC00013761,2009,1008,1024,1593,1810,2344,2808,2684,2644,2521,1995,1402,941,14500,14200,767.323943662,22700
AL,Henry,USC00013761,2010,725,728,1297,1957,2475,2812,2894,2879,2708,1996,1509,613,18600,18500,464.432432432,17900
AL,Henry,USC00013761,2011,725,1228,1669,2079,2282,-9999,-9999,-9999,-9999,-9999,-9999,-9999,22900,19200,647.5,25900
AL,Jackson,USC00011099,1973,325,485,1398,1400,1803,2419,2555,2472,2335,1709,1165,531,13000,12500,203.52,5300
AL,Jackson,USC00011099,1974,940,668,1389,1508,2055,2111,2516,2440,1979,1364,939,542,10200,9000,288,5400
AL,Jackson,USC00011099,1976,186,948,1254,1467,1708,2247,2432,2417,1998,1231,573,322,4200,2700,209.777777778,1180
AL,Jackson,USC00011099,1977,-310,445,1237,1663,2062,2430,2699,2609,2286,1354,1124,427,2920,2900,264.827586207,1600
AL,Jackson,USC00011099,1984,134,635,871,1424,1835,2434,2411,2422,2046,1907,846,986,360,330,203.636363636,140
AL,Jackson,USC00011099,1985,-26,465,1183,1572,1976,2346,2503,2435,1933,1661,1356,66,300,300,432,270
AL,Jackson,USC00011099,1986,126,704,969,1476,2034,2430,2662,2484,2252,1592,1240,558,300,300,272,170
AL,Jackson,USC00011099,1987,386,738,1131,1391,2192,2334,2418,2384,1931,1030,989,486,380,370,233.513513514,180
AL,Jackson,USC00011099,1988,-5,295,871,1511,1645,2075,2553,2629,2131,1250,1117,497,430,430,279.069767442,250
AL,Jackson,USC00011099,1989,736,624,1321,1437,1808,2291,2556,2462,2132,1496,995,142,145,145,446.896551724,135
AL,Jackson,USC00011099,1990,778,1044,1247,1435,1853,2337,2479,2487,2211,1495,1145,793,185,185,544.864864865,210
AL,Jackson,USC00011099,1991,531,710,1115,1668,2142,2343,2631,2505,2208,1604,815,709,100,90,426.666666667,80
AL,Jackson,USC00011099,1998,685,759,942,1430,2128,2507,2646,2530,2395,1717,1172,826,600,600,680,850
AL,Jackson,USC00011099,1999,624,800,885,1776,1977,2370,2657,2614,2189,1557,1213,582,2100,2100,457.142857143,2000
AL,Jackson,USC00011099,2000,484,841,1273,1416,2132,2407,2574,2572,2168,1633,966,114,3300,3200,525,3500
AL,Jackson,USC00011099,2002,585,631,1009,1724,1856,2378,2642,2566,2391,1745,807,460,4900,4800,550,5500
AL,Jackson,USC00011099,2003,86,613,1269,1577,2018,2214,2467,2580,2116,1534,1321,445,5050,5050,826.930693069,8700
AL,Jackson,USC00011099,2005,763,775,994,1489,1794,2310,2563,2592,2254,1553,1060,316,7450,7400,875.675675676,13500
AL,Jackson,USC00011099,2006,754,451,1065,1761,1912,2337,2625,2699,2055,1346,953,615,8550,8500,711.529411765,12600
AL,Jackson,USC00011099,2007,552,306,1359,1323,2045,2473,2467,2794,2294,1747,961,888,5650,5600,514.285714286,6000
AL,Jackson,USC00011099,2010,138,195,908,1660,2112,2588,2713,2745,2295,1538,1071,186,3400,3400,951.529411765,6740
AL,Jackson,USC00011099,2011,210,699,1181,1652,1872,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5900,5900,763.118644068,9380
AL,Jefferson,USC00010764,1972,796,774,1223,1702,2033,2352,2547,2607,2417,1661,967,865,1180,1130,301.592920354,710
AL,Jefferson,USC00010764,1973,518,648,1503,1503,1943,2486,2673,2528,2433,1904,1351,714,470,460,240,230
AL,Jefferson,USC00010764,1974,1114,816,1552,1637,2180,2244,2580,2546,2065,1540,1076,768,450,420,320,280
AL,Lamar,USC00018517,1972,817,806,1207,1682,1994,2276,2501,2547,2452,1626,791,737,7100,6800,381.176470588,5400
AL,Lamar,USC00018517,1973,452,658,1491,1475,1889,2466,2600,2442,2412,1798,1267,668,6000,5800,388.965517241,4700
AL,Lamar,USC00018517,1974,985,778,1567,1582,2206,2240,2571,2496,2016,1454,989,657,5650,5600,377.142857143,4400
AL,Lamar,USC00018517,1975,766,927,1042,1473,2225,2383,2561,2533,2043,1670,1119,620,3200,3100,303.483870968,1960
AL,Lamar,USC00018517,1976,275,1050,1378,1577,1724,2408,2571,2413,2133,1340,660,430,3330,3220,326.459627329,2190
AL,Lamar,USC00018517,1977,-58,628,1327,1743,2158,2558,2711,2629,2351,1503,1227,589,2500,2450,219.428571429,1120
AL,Lamar,USC00018517,1978,110,227,952,1700,2007,2539,2709,2614,2399,1466,1389,618,1310,1300,372.923076923,1010
AL,Lamar,USC00018517,1979,136,496,1220,1690,1951,2373,2600,2494,2112,1543,1001,622,2160,2120,443.773584906,1960
AL,Lamar,USC00018517,1980,629,410,964,1474,2043,2482,2836,2783,2491,1430,976,573,2070,1980,266.666666667,1100
